[__main__            ] Python         : 3.10.6  
[c_upload_dDrug      ]  XX Pipemidic acid (AMD00195) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Piperacillin (AMD00142) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Piperacillin|Tazobactam (AMD00143) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Pirlimycin (AMD00196) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Plazomicin (AMD00218) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Polymyxin B (AMD00144) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Polymyxin B1 (AMD00227) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Polymyxin B2 (AMD00228) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Posaconazole (AMD00145) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Pradofloxacin (AMD00197) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Prothionamide (AMD00146) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Pyrazinamide (AMD00147) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Quinupristin (AMD00148) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Quinupristin|Dalfopristin (AMD00149) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Relebactam (AMD00198) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Retapamulin (AMD00199) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Rifabutin (AMD00150) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Rifampicin (AMD00151) {'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Rifampicin|Isoniazid|Pyrazinamide (AMD00229) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Rifapentine (AMD00152) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Roxithromycin (AMD00177) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Solithromycin (AMD00153) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Sparfloxacin (AMD00154) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Spectinomycin (AMD00155) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Streptomycin (AMD00156) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Sulbactam (AMD00157) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Sulfamethoxazole (AMD00158) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Sulfathiazole (AMD00200) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Sulfisoxazole (AMD00201) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Sulfonamides (AMD00210) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Tazobactam (AMD00159) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Tedizolid (AMD00160) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Teicoplanin (AMD00161) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Telavancin (AMD00162) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Telithromycin (AMD00163) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Terbinafine (AMD00164) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Tetracycline (AMD00165) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Tiamulin (AMD00202) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ticarcillin (AMD00166) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Ticarcillin|Clavulanic acid (AMD00167) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Tigecycline (AMD00168) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Tildipirosin (AMD00203) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Tilmicosin (AMD00204) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Tobramycin (AMD00169) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Trimethoprim (AMD00170) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Trimethoprim|Sulfamethoxazole (AMD00171) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Trovafloxacin (AMD00172) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Tulathromycin (AMD00205) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Vaborbactam (AMD00206) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Valnemulin (AMD00207) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Vancomycin (AMD00173) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Voriconazole (AMD00174) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Zidebactam (AMD00180) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.']}  
[c_upload_dDrug      ]  XX Neomycin (AMD00230) {'drug_othernames': ['This field cannot be blank.'], 'drug_codes': ['This field cannot be blank.'], 'torsionbv': ['This field cannot be blank.'], 'ffp2': ['This field cannot be blank.'], 'mfp2': ['This field cannot be blank.']}  
