ORGANISM_NAME,ORGANISM_NAME_OTHER,ORGANISM_CODE,ORGANISM_CLASS,TAX_ID,PARENT_TAX_ID,TAX_RANK,DIVISION,DIVISION_CODE,LINEAGE,STATUS,ACREATEDBY,ACREATEDDATE,AMODIFIEDBY,AMODIFIEDDATE
Abobra tenuifolia,,,,44762,44761,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Cucurbiteae; Abobra,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abolboda americana,,,,101605,101604,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; commelinids; Poales; Xyridaceae; Abolboda,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abolboda macrostachya,,,,202384,101604,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; commelinids; Poales; Xyridaceae; Abolboda,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abolboda poarchon,,,,179120,101604,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; commelinids; Poales; Xyridaceae; Abolboda,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abolboda pulchella,,,,584527,101604,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; Liliopsida; Petrosaviidae; commelinids; Poales; Xyridaceae; Abolboda,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abortiporus biennis,,,Fungi,137743,137742,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Polyporales; Podoscyphaceae; Abortiporus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrachium floriforme,,,Fungi,1084732,1173328,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Phallomycetidae; Phallales; Clathraceae; Abrachium,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrawayaomys chebezi,,,Mammalian,1718143,1258731,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrawayaomys,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrawayaomys ruschii,,,Mammalian,1258732,1258731,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Sigmodontinae; Abrawayaomys,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrocoma bennettii,,,Mammalian,108855,108854,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Abrocomidae; Abrocoma,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrocoma boliviensis,,,Mammalian,1568925,108854,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Abrocomidae; Abrocoma,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrocoma cinerea,,,Mammalian,126064,108854,species,Rodents,ROD,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Abrocomidae; Abrocoma,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum asae-grayi,,,,381224,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum boninense,,,,381218,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum brassii,,,,381221,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum caudatum,,,,221313,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum dentatum,,,,381233,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum elongatum,,,,221317,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum laetum,,,,381247,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum meifolium,,,,221325,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum obscurum,,,,381253,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum pachyphlebium,,,,1631471,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum pseudorigidum,,,,1631470,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum rigidum,,,,192770,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum schlechteri,,,,381259,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum strictum,,,,381261,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrodictyum tamarisciforme,,,,194425,381217,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Polypodiopsida; Polypodiidae; Hymenophyllales; Hymenophyllaceae; Trichomanoideae; Abrodictyum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abroma augustum,,,,82454,82453,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Byttnerioideae; Abroma,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia ameliae,,,,363194,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia angustifolia,,,,363195,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia bigelovii,,,,427774,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia carletonii,,,,427775,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia elliptica,,,,2038235,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia fragrans,,,,117576,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia macrocarpa,,,,363196,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia mellifera,,,,2038237,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia nana,,,,2038238,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia nealleyi,,,,1641710,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia umbellata,,,,363197,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abronia villosa,,,,363198,76710,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Nyctaginaceae; Abronia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrophyllum ornans,,,,49579,49578,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Rousseaceae; Abrophyllum,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella caespitosa,,,,316951,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella emarginata,,,,84585,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella fertilis,,,,316952,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella forsteroides,,,,316953,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella inconspicua,,,,316954,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella linearifolia,,,,316955,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella linearis,,,,316956,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella muscosa,,,,174444,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella nivigena,,,,316957,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella patearoa,,,,316958,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella purpurea,,,,316959,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella pusilla,,,,316960,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella rostrata,,,,316961,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella rosulata,,,,316962,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella scapigera,,,,316963,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella spathulata,,,,316964,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella submarginata,,,,316965,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella trichoachaenia,,,,316966,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrotanella trilobata,,,,316967,84584,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Senecioneae; Abrotanellinae; Abrotanella,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abroteia orbicularis,,,,131040,131039,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Rhodophyta; Florideophyceae; Rhodymeniophycidae; Ceramiales; Delesseriaceae; Abroteia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abroteia sp.,,,,159493,131039,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Rhodophyta; Florideophyceae; Rhodymeniophycidae; Ceramiales; Delesseriaceae; Abroteia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallaceae sp.,,,Fungi,2012125,2012124,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; unclassified Abrothallaceae,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus acetabuli,,,Fungi,1491764,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus boomii,,,Fungi,1642262,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus buellianus,,,Fungi,1491765,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus caerulescens,,,Fungi,941767,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abrothallus canariensis,,,Fungi,1642263,941766,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetes incertae sedis; Abrothallales; Abrothallaceae; Abrothallus,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
